0	18	970	609	697	['host6']	['host4']	['host7']	['host8']
1	20	53088744165	1510005522	5759777	['host6', 'host2', 'host3']	['host7', 'host10', 'host15', 'host6', 'host0']	['host4']	['host9']
2	22	61873748853	1387369304	5840114	['host6', 'host2', 'host3']	['host7', 'host10', 'host15', 'host6', 'host0']	['host4']	['host9']
3	25	404	22	191	['host6']	['host4']	['host7']	['host8']
4	32	404	22	191	['host6']	['host4']	['host7']	['host8']
5	46	25526958	300	24106570	['host6']	['host4']	['host7']	['host8']
6	49	6913085573	1380194628	2464	['host6', 'host2', 'host3']	['host7', 'host10', 'host15', 'host6', 'host0']	['host4']	['host9']
7	74	12177	5586	835	['host6']	['host4']	['host7']	['host8']
8	75	1739	856	811	['host6']	['host4']	['host7']	['host8']
9	75	66745	57872	1788	['host6']	['host4']	['host7']	['host8']
10	75	2259	1992	1721	['host6']	['host4']	['host7']	['host8']
11	75	15817	13283	1758	['host6']	['host4']	['host7']	['host8']
12	76	51389	25552	859	['host6']	['host4']	['host7']	['host8']
13	83	12976476	29882024	11298047	['host6']	['host4']	['host7']	['host8']
14	85	247378729350	25004320618	18912002	['host6', 'host2', 'host3']	['host7', 'host10', 'host15', 'host6', 'host0', 'host11', 'host2', 'host13', 'host4', 'host12', 'host14', 'host3', 'host5', 'host9', 'host8', 'host1']	['host12']	['host7']
15	88	15403	9586	1739735	['host6']	['host4']	['host7']	['host8']
16	90	302	22	136	['host6']	['host4']	['host7']	['host8']
17	92	302	18	136	['host6']	['host4']	['host7']	['host8']
18	116	9914	292	288	['host6']	['host4']	['host7']	['host8']
19	119	6589	5905	3744	['host6']	['host4']	['host7']	['host8']
20	119	3827	1468	1831	['host6']	['host4']	['host7']	['host8']
21	126	48183425	55501379	25747658	['host6']	['host4']	['host7']	['host8']
22	127	404	18	191	['host6']	['host4']	['host7']	['host8']
23	130	404	22	191	['host6']	['host4']	['host7']	['host8']
24	155	47081	549	569	['host6']	['host4']	['host7']	['host8']
25	180	319170822	53397	816	['host6']	['host4']	['host7']	['host8']
26	189	77302089315	111142889	1424411	['host6', 'host2', 'host3']	['host7']	['host8']	['host10']
27	190	83536091926	149864943	1423388	['host6', 'host2', 'host3']	['host7']	['host8']	['host10']
28	190	73476471165	118236217	1421507	['host6', 'host2', 'host3']	['host7']	['host8']	['host10']
29	190	78426386362	116148111	1424420	['host6', 'host2', 'host3']	['host7']	['host8']	['host10']
30	191	302	22	136	['host6']	['host4']	['host7']	['host8']
31	192	302	22	136	['host6']	['host4']	['host7']	['host8']
32	193	64306595974	99952523	1421527	['host6', 'host2', 'host3']	['host7']	['host8']	['host10']
33	195	78355250388	136941599	1422842	['host6', 'host2', 'host3']	['host7']	['host8']	['host10']
34	197	85808475492	123158254	1424743	['host6', 'host2', 'host3']	['host7']	['host8']	['host10']
35	205	1094143387	272063600	43687215	['host6', 'host2', 'host3']	['host7']	['host8']	['host10']
36	230	467089624640	101701	244	['host6', 'host2', 'host3']	['host7']	['host8']	['host10']
37	230	27900870	302	26628408	['host6']	['host4']	['host7']	['host8']
38	231	2155	527	518	['host6']	['host4']	['host7']	['host8']
39	233	404	22	191	['host6']	['host4']	['host7']	['host8']
40	240	3585259	5243777	41169	['host6']	['host4']	['host7']	['host8']
41	241	3405400	5190026	42219	['host6']	['host4']	['host7']	['host8']
42	246	4233153	37	244	['host6']	['host4']	['host7']	['host8']
43	248	15018947218	52205101	1419016	['host6', 'host2', 'host3']	['host7']	['host8']	['host10']
44	267	404	22	191	['host6']	['host4']	['host7']	['host8']
45	268	7828468	10060775	4690086	['host6']	['host4']	['host7']	['host8']
46	283	302	22	136	['host6']	['host4']	['host7']	['host8']
47	299	539	74	289	['host6']	['host4']	['host7']	['host8']
48	314	302	22	136	['host6']	['host4']	['host7']	['host8']
49	317	27900870	51845015	26590981	['host6']	['host4']	['host7']	['host8']
50	327	404	22	191	['host6']	['host4']	['host7']	['host8']
51	328	1666732399	2229848800	2362	['host6', 'host2', 'host3']	['host7', 'host10', 'host15', 'host6', 'host0', 'host11', 'host2', 'host13']	['host0']	['host10']
52	330	4002469713	769566052	3082	['host6', 'host2', 'host3']	['host7', 'host10']	['host10']	['host1']
